image_name,bottles_detected,hand_present,interaction,hazard_flag,raw_detections,timestamp
pill~bottle-D_20260217_162311.jpg,Bottle A;Bottle C;Bottle B;hazard,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.932, ""box"": [36, 119, 87, 236]}, {""class"": ""Bottle C"", ""conf"": 0.91, ""box"": [95, 153, 132, 229]}, {""class"": ""Bottle B"", ""conf"": 0.877, ""box"": [217, 156, 263, 220]}, {""class"": ""hazard"", ""conf"": 0.82, ""box"": [126, 34, 169, 175]}]",2026-03-12T15:06:44
pill~bottle-D_20260217_162323.jpg,Bottle A;Bottle C;Bottle B;hazard,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.899, ""box"": [94, 113, 139, 224]}, {""class"": ""Bottle C"", ""conf"": 0.89, ""box"": [52, 154, 87, 229]}, {""class"": ""Bottle B"", ""conf"": 0.866, ""box"": [216, 155, 263, 221]}, {""class"": ""hazard"", ""conf"": 0.811, ""box"": [123, 32, 174, 175]}]",2026-03-12T15:06:44
pill~bottle-D_20260217_162332.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.917, ""box"": [123, 32, 173, 176]}, {""class"": ""Bottle C"", ""conf"": 0.903, ""box"": [37, 156, 76, 233]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [86, 114, 130, 224]}, {""class"": ""Bottle B"", ""conf"": 0.864, ""box"": [217, 155, 264, 223]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162343.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.905, ""box"": [123, 34, 171, 175]}, {""class"": ""Bottle C"", ""conf"": 0.893, ""box"": [38, 156, 74, 231]}, {""class"": ""Bottle A"", ""conf"": 0.884, ""box"": [209, 110, 255, 221]}, {""class"": ""Bottle B"", ""conf"": 0.587, ""box"": [83, 164, 128, 227]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162400.jpg,Bottle B;Bottle C;hazard;Bottle A,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.907, ""box"": [81, 164, 124, 228]}, {""class"": ""Bottle C"", ""conf"": 0.893, ""box"": [38, 157, 73, 231]}, {""class"": ""hazard"", ""conf"": 0.887, ""box"": [126, 32, 173, 185]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [210, 110, 256, 221]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162414.jpg,Bottle C;Bottle B;hazard;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.904, ""box"": [37, 156, 75, 231]}, {""class"": ""Bottle B"", ""conf"": 0.902, ""box"": [78, 137, 109, 186]}, {""class"": ""hazard"", ""conf"": 0.893, ""box"": [123, 32, 174, 185]}, {""class"": ""Bottle A"", ""conf"": 0.89, ""box"": [209, 110, 257, 221]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162422.jpg,Bottle C;hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.912, ""box"": [85, 131, 115, 185]}, {""class"": ""hazard"", ""conf"": 0.888, ""box"": [123, 29, 174, 186]}, {""class"": ""Bottle B"", ""conf"": 0.886, ""box"": [38, 166, 87, 238]}, {""class"": ""Bottle A"", ""conf"": 0.881, ""box"": [206, 109, 259, 223]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162432.jpg,Bottle C;hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.913, ""box"": [86, 132, 114, 184]}, {""class"": ""hazard"", ""conf"": 0.893, ""box"": [125, 33, 173, 185]}, {""class"": ""Bottle B"", ""conf"": 0.867, ""box"": [41, 162, 85, 227]}, {""class"": ""Bottle A"", ""conf"": 0.863, ""box"": [202, 109, 249, 221]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162442.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.91, ""box"": [125, 2, 205, 239]}, {""class"": ""Bottle C"", ""conf"": 0.904, ""box"": [86, 131, 115, 185]}, {""class"": ""Bottle B"", ""conf"": 0.88, ""box"": [41, 161, 85, 226]}, {""class"": ""Bottle A"", ""conf"": 0.872, ""box"": [205, 109, 249, 220]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162452.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.939, ""box"": [130, 1, 200, 236]}, {""class"": ""Bottle C"", ""conf"": 0.907, ""box"": [87, 131, 115, 184]}, {""class"": ""Bottle B"", ""conf"": 0.874, ""box"": [42, 162, 85, 227]}, {""class"": ""Bottle A"", ""conf"": 0.866, ""box"": [206, 108, 250, 219]}]",2026-03-12T15:06:45
pill~bottle-D_20260217_162510.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.921, ""box"": [34, 5, 104, 232]}, {""class"": ""Bottle C"", ""conf"": 0.87, ""box"": [103, 130, 133, 187]}, {""class"": ""Bottle A"", ""conf"": 0.846, ""box"": [205, 108, 251, 219]}, {""class"": ""Bottle B"", ""conf"": 0.505, ""box"": [159, 155, 205, 226]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162535.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.934, ""box"": [44, 7, 112, 234]}, {""class"": ""Bottle C"", ""conf"": 0.855, ""box"": [103, 131, 134, 187]}, {""class"": ""Bottle A"", ""conf"": 0.84, ""box"": [204, 108, 252, 219]}, {""class"": ""Bottle B"", ""conf"": 0.528, ""box"": [158, 154, 205, 226]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162543.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.902, ""box"": [133, 10, 204, 223]}, {""class"": ""Bottle C"", ""conf"": 0.883, ""box"": [100, 130, 132, 188]}, {""class"": ""Bottle A"", ""conf"": 0.849, ""box"": [203, 108, 252, 219]}, {""class"": ""Bottle B"", ""conf"": 0.843, ""box"": [52, 158, 101, 226]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162555.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.9, ""box"": [138, 11, 203, 222]}, {""class"": ""Bottle C"", ""conf"": 0.884, ""box"": [51, 148, 87, 215]}, {""class"": ""Bottle B"", ""conf"": 0.863, ""box"": [95, 151, 135, 212]}, {""class"": ""Bottle A"", ""conf"": 0.85, ""box"": [204, 107, 252, 220]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162606.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.93, ""box"": [147, 23, 206, 219]}, {""class"": ""Bottle C"", ""conf"": 0.901, ""box"": [52, 148, 86, 215]}, {""class"": ""Bottle B"", ""conf"": 0.871, ""box"": [96, 151, 136, 213]}, {""class"": ""Bottle A"", ""conf"": 0.86, ""box"": [207, 109, 249, 217]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162616.jpg,Bottle C;hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.911, ""box"": [50, 146, 88, 215]}, {""class"": ""hazard"", ""conf"": 0.904, ""box"": [129, 12, 203, 215]}, {""class"": ""Bottle B"", ""conf"": 0.872, ""box"": [94, 149, 138, 213]}, {""class"": ""Bottle A"", ""conf"": 0.838, ""box"": [203, 107, 253, 218]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162632.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.936, ""box"": [98, 142, 136, 215]}, {""class"": ""hazard"", ""conf"": 0.888, ""box"": [122, 28, 187, 188]}, {""class"": ""Bottle A"", ""conf"": 0.869, ""box"": [196, 107, 254, 221]}, {""class"": ""Bottle B"", ""conf"": 0.826, ""box"": [56, 151, 101, 214]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162642.jpg,Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.885, ""box"": [95, 109, 144, 221]}, {""class"": ""Bottle B"", ""conf"": 0.852, ""box"": [54, 150, 101, 216]}]",2026-03-12T15:06:46
pill~bottle-D_20260217_162653.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.892, ""box"": [123, 26, 186, 184]}, {""class"": ""Bottle C"", ""conf"": 0.88, ""box"": [211, 138, 253, 209]}, {""class"": ""Bottle A"", ""conf"": 0.878, ""box"": [44, 111, 99, 221]}, {""class"": ""Bottle B"", ""conf"": 0.849, ""box"": [103, 146, 146, 212]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162703.jpg,Bottle A;Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.912, ""box"": [97, 106, 142, 206]}, {""class"": ""Bottle C"", ""conf"": 0.906, ""box"": [211, 137, 253, 208]}, {""class"": ""Bottle B"", ""conf"": 0.836, ""box"": [58, 146, 102, 212]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162711.jpg,Bottle C;hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.929, ""box"": [101, 138, 137, 208]}, {""class"": ""hazard"", ""conf"": 0.89, ""box"": [123, 28, 184, 188]}, {""class"": ""Bottle B"", ""conf"": 0.861, ""box"": [58, 147, 102, 211]}, {""class"": ""Bottle A"", ""conf"": 0.861, ""box"": [188, 101, 239, 198]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162732.jpg,Bottle C;Bottle B;hazard;Bottle A;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.913, ""box"": [128, 134, 163, 201]}, {""class"": ""Bottle B"", ""conf"": 0.905, ""box"": [157, 131, 192, 185]}, {""class"": ""hazard"", ""conf"": 0.897, ""box"": [50, 25, 123, 200]}, {""class"": ""Bottle A"", ""conf"": 0.78, ""box"": [188, 100, 245, 199]}, {""class"": ""Bottle A"", ""conf"": 0.555, ""box"": [188, 100, 245, 200]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162748.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.921, ""box"": [61, 25, 118, 202]}, {""class"": ""Bottle C"", ""conf"": 0.905, ""box"": [129, 135, 162, 200]}, {""class"": ""Bottle A"", ""conf"": 0.903, ""box"": [192, 101, 240, 197]}, {""class"": ""Bottle B"", ""conf"": 0.894, ""box"": [158, 133, 192, 185]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162803.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.888, ""box"": [61, 134, 97, 197]}, {""class"": ""hazard"", ""conf"": 0.881, ""box"": [97, 25, 155, 194]}, {""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [189, 100, 242, 199]}, {""class"": ""Bottle B"", ""conf"": 0.868, ""box"": [154, 130, 193, 187]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162813.jpg,Bottle A;Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.899, ""box"": [99, 103, 151, 197]}, {""class"": ""Bottle C"", ""conf"": 0.884, ""box"": [61, 134, 98, 198]}, {""class"": ""hazard"", ""conf"": 0.88, ""box"": [179, 16, 248, 205]}, {""class"": ""Bottle B"", ""conf"": 0.71, ""box"": [152, 130, 191, 187]}]",2026-03-12T15:06:47
pill~bottle-D_20260217_162825.jpg,Bottle A;hazard;Bottle C;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.9, ""box"": [101, 104, 147, 197]}, {""class"": ""hazard"", ""conf"": 0.9, ""box"": [180, 5, 254, 222]}, {""class"": ""Bottle C"", ""conf"": 0.892, ""box"": [62, 135, 97, 197]}, {""class"": ""Bottle B"", ""conf"": 0.882, ""box"": [152, 132, 186, 187]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162834.jpg,Bottle A;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.901, ""box"": [101, 104, 148, 197]}, {""class"": ""hazard"", ""conf"": 0.895, ""box"": [192, 4, 283, 234]}, {""class"": ""Bottle B"", ""conf"": 0.877, ""box"": [152, 132, 192, 187]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162843.jpg,hazard;Bottle A;Bottle B;Bottle C,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.938, ""box"": [191, 4, 271, 233]}, {""class"": ""Bottle A"", ""conf"": 0.903, ""box"": [102, 105, 148, 197]}, {""class"": ""Bottle B"", ""conf"": 0.895, ""box"": [155, 133, 190, 185]}, {""class"": ""Bottle C"", ""conf"": 0.697, ""box"": [63, 136, 96, 196]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162856.jpg,hazard;Bottle B;Bottle A;Bottle C,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.938, ""box"": [193, 4, 271, 240]}, {""class"": ""Bottle B"", ""conf"": 0.896, ""box"": [155, 134, 189, 186]}, {""class"": ""Bottle A"", ""conf"": 0.87, ""box"": [103, 107, 144, 196]}, {""class"": ""Bottle C"", ""conf"": 0.524, ""box"": [64, 137, 95, 196]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162902.jpg,hazard;Bottle C;Bottle A;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.932, ""box"": [193, 6, 270, 234]}, {""class"": ""Bottle C"", ""conf"": 0.898, ""box"": [63, 136, 96, 198]}, {""class"": ""Bottle A"", ""conf"": 0.877, ""box"": [101, 106, 141, 196]}, {""class"": ""Bottle B"", ""conf"": 0.837, ""box"": [149, 141, 186, 198]}, {""class"": ""Bottle A"", ""conf"": 0.523, ""box"": [101, 106, 141, 197]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162919.jpg,hazard;Bottle B;Bottle C;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.931, ""box"": [191, 5, 273, 237]}, {""class"": ""Bottle B"", ""conf"": 0.919, ""box"": [149, 142, 185, 199]}, {""class"": ""Bottle C"", ""conf"": 0.914, ""box"": [110, 139, 144, 207]}, {""class"": ""Bottle A"", ""conf"": 0.886, ""box"": [61, 108, 104, 205]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162928.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.928, ""box"": [178, 4, 265, 227]}, {""class"": ""Bottle C"", ""conf"": 0.922, ""box"": [109, 138, 145, 207]}, {""class"": ""Bottle B"", ""conf"": 0.893, ""box"": [148, 140, 186, 199]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [61, 108, 104, 205]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162935.jpg,Bottle C;hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [109, 138, 145, 207]}, {""class"": ""hazard"", ""conf"": 0.914, ""box"": [185, 11, 252, 218]}, {""class"": ""Bottle B"", ""conf"": 0.899, ""box"": [148, 139, 186, 199]}, {""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [60, 108, 104, 205]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162943.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.934, ""box"": [109, 137, 145, 207]}, {""class"": ""hazard"", ""conf"": 0.916, ""box"": [146, 15, 206, 208]}, {""class"": ""Bottle A"", ""conf"": 0.861, ""box"": [59, 108, 106, 204]}, {""class"": ""Bottle B"", ""conf"": 0.801, ""box"": [205, 136, 247, 196]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_162950.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.928, ""box"": [109, 138, 145, 207]}, {""class"": ""hazard"", ""conf"": 0.926, ""box"": [145, 11, 209, 212]}, {""class"": ""Bottle A"", ""conf"": 0.865, ""box"": [60, 108, 105, 206]}, {""class"": ""Bottle B"", ""conf"": 0.804, ""box"": [204, 135, 247, 196]}]",2026-03-12T15:06:48
pill~bottle-D_20260217_163000.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.938, ""box"": [108, 138, 145, 207]}, {""class"": ""hazard"", ""conf"": 0.908, ""box"": [146, 4, 212, 214]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [60, 107, 105, 206]}, {""class"": ""Bottle B"", ""conf"": 0.821, ""box"": [205, 136, 247, 196]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163011.jpg,hazard;Bottle A;Bottle C;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.922, ""box"": [146, 6, 210, 216]}, {""class"": ""Bottle A"", ""conf"": 0.906, ""box"": [61, 108, 103, 205]}, {""class"": ""Bottle C"", ""conf"": 0.905, ""box"": [110, 139, 144, 206]}, {""class"": ""Bottle B"", ""conf"": 0.819, ""box"": [207, 137, 245, 195]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163029.jpg,hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.935, ""box"": [95, 1, 199, 239]}, {""class"": ""Bottle A"", ""conf"": 0.909, ""box"": [62, 109, 95, 204]}, {""class"": ""Bottle B"", ""conf"": 0.825, ""box"": [207, 138, 244, 196]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163035.jpg,hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.91, ""box"": [110, 1, 193, 239]}, {""class"": ""Bottle A"", ""conf"": 0.895, ""box"": [60, 108, 102, 206]}, {""class"": ""Bottle B"", ""conf"": 0.826, ""box"": [203, 136, 246, 197]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163041.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.915, ""box"": [139, 2, 219, 240]}, {""class"": ""Bottle C"", ""conf"": 0.901, ""box"": [108, 137, 145, 206]}, {""class"": ""Bottle A"", ""conf"": 0.86, ""box"": [59, 107, 105, 205]}, {""class"": ""Bottle B"", ""conf"": 0.801, ""box"": [205, 134, 247, 197]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163049.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.915, ""box"": [138, 2, 218, 238]}, {""class"": ""Bottle C"", ""conf"": 0.886, ""box"": [58, 141, 95, 211]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [93, 108, 138, 212]}, {""class"": ""Bottle B"", ""conf"": 0.787, ""box"": [205, 136, 245, 196]}]",2026-03-12T15:06:49
pill~bottle-D_20260217_163100.jpg,Bottle A;Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.908, ""box"": [151, 103, 200, 198]}, {""class"": ""Bottle C"", ""conf"": 0.896, ""box"": [58, 141, 96, 212]}, {""class"": ""hazard"", ""conf"": 0.89, ""box"": [87, 33, 149, 185]}, {""class"": ""Bottle B"", ""conf"": 0.749, ""box"": [203, 137, 248, 199]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163102.jpg,Bottle A;hazard;Bottle C;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.919, ""box"": [154, 104, 198, 199]}, {""class"": ""hazard"", ""conf"": 0.901, ""box"": [85, 33, 144, 174]}, {""class"": ""Bottle C"", ""conf"": 0.887, ""box"": [58, 143, 94, 210]}, {""class"": ""Bottle B"", ""conf"": 0.745, ""box"": [204, 137, 246, 197]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163112.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.911, ""box"": [91, 37, 133, 170]}, {""class"": ""Bottle C"", ""conf"": 0.887, ""box"": [59, 144, 92, 209]}, {""class"": ""Bottle B"", ""conf"": 0.802, ""box"": [205, 139, 245, 196]}, {""class"": ""Bottle A"", ""conf"": 0.738, ""box"": [155, 106, 197, 198]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163123.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.917, ""box"": [91, 35, 136, 170]}, {""class"": ""Bottle C"", ""conf"": 0.877, ""box"": [59, 144, 92, 210]}, {""class"": ""Bottle A"", ""conf"": 0.876, ""box"": [156, 105, 197, 197]}, {""class"": ""Bottle B"", ""conf"": 0.79, ""box"": [205, 139, 245, 195]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163138.jpg,Bottle A;hazard;Bottle C;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.904, ""box"": [154, 105, 199, 198]}, {""class"": ""hazard"", ""conf"": 0.899, ""box"": [84, 32, 139, 181]}, {""class"": ""Bottle C"", ""conf"": 0.894, ""box"": [58, 142, 94, 212]}, {""class"": ""Bottle B"", ""conf"": 0.747, ""box"": [204, 136, 247, 197]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163149.jpg,Bottle A;Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.904, ""box"": [155, 106, 197, 198]}, {""class"": ""Bottle C"", ""conf"": 0.869, ""box"": [58, 144, 92, 210]}, {""class"": ""hazard"", ""conf"": 0.863, ""box"": [83, 26, 139, 187]}, {""class"": ""Bottle B"", ""conf"": 0.792, ""box"": [205, 138, 246, 197]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163204.jpg,Bottle A;Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.913, ""box"": [155, 105, 198, 197]}, {""class"": ""Bottle C"", ""conf"": 0.888, ""box"": [58, 143, 95, 211]}, {""class"": ""hazard"", ""conf"": 0.885, ""box"": [87, 28, 149, 190]}, {""class"": ""Bottle B"", ""conf"": 0.762, ""box"": [204, 138, 247, 197]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163216.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.901, ""box"": [91, 26, 144, 192]}, {""class"": ""Bottle C"", ""conf"": 0.89, ""box"": [59, 143, 93, 211]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [156, 106, 197, 197]}, {""class"": ""Bottle B"", ""conf"": 0.779, ""box"": [205, 138, 246, 196]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163230.jpg,Bottle A;Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.919, ""box"": [155, 103, 198, 197]}, {""class"": ""Bottle C"", ""conf"": 0.905, ""box"": [58, 143, 91, 208]}, {""class"": ""hazard"", ""conf"": 0.875, ""box"": [80, 28, 133, 189]}, {""class"": ""Bottle B"", ""conf"": 0.769, ""box"": [204, 138, 246, 196]}]",2026-03-12T15:06:50
pill~bottle-D_20260217_163240.jpg,Bottle A;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.902, ""box"": [153, 103, 199, 197]}, {""class"": ""hazard"", ""conf"": 0.902, ""box"": [61, 23, 120, 201]}, {""class"": ""Bottle B"", ""conf"": 0.763, ""box"": [204, 136, 247, 198]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163250.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.932, ""box"": [121, 132, 156, 197]}, {""class"": ""hazard"", ""conf"": 0.896, ""box"": [146, 18, 209, 198]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [79, 103, 125, 197]}, {""class"": ""Bottle B"", ""conf"": 0.787, ""box"": [203, 134, 249, 197]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163303.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.934, ""box"": [124, 134, 155, 197]}, {""class"": ""hazard"", ""conf"": 0.924, ""box"": [66, 19, 126, 207]}, {""class"": ""Bottle A"", ""conf"": 0.881, ""box"": [154, 104, 200, 199]}, {""class"": ""Bottle B"", ""conf"": 0.758, ""box"": [203, 135, 248, 197]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163323.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.911, ""box"": [69, 138, 103, 201]}, {""class"": ""hazard"", ""conf"": 0.9, ""box"": [96, 20, 155, 202]}, {""class"": ""Bottle A"", ""conf"": 0.872, ""box"": [154, 102, 201, 200]}, {""class"": ""Bottle B"", ""conf"": 0.743, ""box"": [202, 135, 248, 197]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163342.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.901, ""box"": [71, 139, 102, 199]}, {""class"": ""hazard"", ""conf"": 0.889, ""box"": [139, 18, 198, 200]}, {""class"": ""Bottle A"", ""conf"": 0.856, ""box"": [94, 107, 134, 197]}, {""class"": ""Bottle B"", ""conf"": 0.784, ""box"": [204, 137, 247, 197]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163350.jpg,Bottle C;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.906, ""box"": [69, 138, 104, 200]}, {""class"": ""hazard"", ""conf"": 0.898, ""box"": [184, 18, 248, 196]}, {""class"": ""Bottle B"", ""conf"": 0.83, ""box"": [141, 135, 183, 196]}]",2026-03-12T15:06:51
pill~bottle-D_20260217_163417.jpg,Bottle C;Bottle A;Bottle B;hazard,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.908, ""box"": [60, 138, 97, 202]}, {""class"": ""Bottle A"", ""conf"": 0.864, ""box"": [187, 99, 243, 194]}, {""class"": ""Bottle B"", ""conf"": 0.846, ""box"": [146, 135, 185, 196]}, {""class"": ""hazard"", ""conf"": 0.824, ""box"": [96, 20, 156, 205]}]",2026-03-12T15:06:52
pill~bottle-D_20260217_163431.jpg,hazard;Bottle B;Bottle C;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.908, ""box"": [98, 11, 156, 204]}, {""class"": ""Bottle B"", ""conf"": 0.9, ""box"": [153, 135, 189, 194]}, {""class"": ""Bottle C"", ""conf"": 0.9, ""box"": [63, 139, 97, 203]}, {""class"": ""Bottle A"", ""conf"": 0.881, ""box"": [192, 100, 242, 194]}]",2026-03-12T15:06:52
pill~bottle-D_20260217_163446.jpg,Bottle C;Bottle B;hazard;Bottle A,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.937, ""box"": [125, 134, 156, 197]}, {""class"": ""Bottle B"", ""conf"": 0.905, ""box"": [154, 136, 190, 195]}, {""class"": ""hazard"", ""conf"": 0.881, ""box"": [66, 14, 123, 206]}, {""class"": ""Bottle A"", ""conf"": 0.853, ""box"": [192, 100, 241, 195]}]",2026-03-12T15:06:52
