image_name,bottles_detected,hand_present,interaction,hazard_flag,raw_detections,timestamp
pill~bottle-D_20260203_151536.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.886, ""box"": [202, 110, 248, 198]}, {""class"": ""Bottle B"", ""conf"": 0.869, ""box"": [134, 121, 185, 200]}, {""class"": ""Bottle A"", ""conf"": 0.86, ""box"": [51, 66, 117, 198]}]",2026-03-12T15:06:27
pill~bottle-D_20260203_151541.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.906, ""box"": [203, 111, 247, 197]}, {""class"": ""Bottle A"", ""conf"": 0.867, ""box"": [52, 65, 117, 199]}, {""class"": ""Bottle B"", ""conf"": 0.826, ""box"": [134, 122, 184, 200]}]",2026-03-12T15:06:27
pill~bottle-D_20260203_151547.jpg,Bottle B;Bottle A;Bottle C,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.877, ""box"": [132, 120, 185, 197]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [48, 66, 113, 197]}, {""class"": ""Bottle C"", ""conf"": 0.851, ""box"": [203, 110, 248, 199]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151551.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.892, ""box"": [202, 110, 248, 197]}, {""class"": ""Bottle A"", ""conf"": 0.881, ""box"": [47, 66, 109, 197]}, {""class"": ""Bottle B"", ""conf"": 0.867, ""box"": [134, 121, 185, 197]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151555.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.893, ""box"": [202, 110, 248, 197]}, {""class"": ""Bottle A"", ""conf"": 0.891, ""box"": [48, 65, 112, 194]}, {""class"": ""Bottle B"", ""conf"": 0.877, ""box"": [134, 122, 185, 196]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151601.jpg,Bottle A;Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.904, ""box"": [47, 65, 111, 192]}, {""class"": ""Bottle C"", ""conf"": 0.895, ""box"": [204, 110, 248, 196]}, {""class"": ""Bottle B"", ""conf"": 0.876, ""box"": [133, 121, 183, 195]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151605.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.899, ""box"": [203, 110, 248, 196]}, {""class"": ""Bottle A"", ""conf"": 0.888, ""box"": [44, 64, 110, 192]}, {""class"": ""Bottle B"", ""conf"": 0.87, ""box"": [133, 121, 184, 196]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151609.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.9, ""box"": [203, 109, 248, 196]}, {""class"": ""Bottle A"", ""conf"": 0.893, ""box"": [45, 64, 110, 193]}, {""class"": ""Bottle B"", ""conf"": 0.878, ""box"": [133, 121, 185, 197]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151613.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.886, ""box"": [202, 109, 249, 197]}, {""class"": ""Bottle B"", ""conf"": 0.871, ""box"": [129, 120, 182, 196]}, {""class"": ""Bottle A"", ""conf"": 0.871, ""box"": [46, 63, 111, 191]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151617.jpg,Bottle A;Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.888, ""box"": [46, 63, 112, 191]}, {""class"": ""Bottle C"", ""conf"": 0.883, ""box"": [201, 109, 249, 197]}, {""class"": ""Bottle B"", ""conf"": 0.797, ""box"": [129, 119, 184, 197]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151622.jpg,Bottle A;Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.897, ""box"": [47, 62, 114, 191]}, {""class"": ""Bottle C"", ""conf"": 0.89, ""box"": [203, 108, 249, 198]}, {""class"": ""Bottle B"", ""conf"": 0.854, ""box"": [134, 120, 188, 198]}]",2026-03-12T15:06:28
pill~bottle-D_20260203_151625.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.903, ""box"": [204, 109, 248, 196]}, {""class"": ""Bottle A"", ""conf"": 0.89, ""box"": [47, 63, 107, 189]}, {""class"": ""Bottle B"", ""conf"": 0.871, ""box"": [130, 121, 180, 194]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151630.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.888, ""box"": [203, 109, 248, 196]}, {""class"": ""Bottle A"", ""conf"": 0.886, ""box"": [47, 62, 107, 189]}, {""class"": ""Bottle B"", ""conf"": 0.706, ""box"": [131, 120, 183, 197]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151644.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.922, ""box"": [130, 107, 173, 191]}, {""class"": ""Bottle B"", ""conf"": 0.908, ""box"": [64, 116, 118, 189]}, {""class"": ""Bottle A"", ""conf"": 0.841, ""box"": [197, 65, 258, 196]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151649.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.915, ""box"": [130, 107, 172, 191]}, {""class"": ""Bottle B"", ""conf"": 0.906, ""box"": [63, 115, 117, 188]}, {""class"": ""Bottle A"", ""conf"": 0.889, ""box"": [192, 65, 255, 196]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151653.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.917, ""box"": [65, 115, 117, 188]}, {""class"": ""Bottle C"", ""conf"": 0.916, ""box"": [130, 106, 173, 191]}, {""class"": ""Bottle A"", ""conf"": 0.881, ""box"": [195, 65, 254, 195]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151657.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.912, ""box"": [64, 114, 117, 188]}, {""class"": ""Bottle C"", ""conf"": 0.903, ""box"": [130, 106, 173, 191]}, {""class"": ""Bottle A"", ""conf"": 0.902, ""box"": [191, 65, 252, 196]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151701.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.923, ""box"": [131, 106, 172, 190]}, {""class"": ""Bottle A"", ""conf"": 0.898, ""box"": [200, 64, 251, 191]}, {""class"": ""Bottle B"", ""conf"": 0.866, ""box"": [68, 114, 117, 187]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151704.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.896, ""box"": [130, 106, 172, 190]}, {""class"": ""Bottle A"", ""conf"": 0.878, ""box"": [196, 64, 254, 191]}, {""class"": ""Bottle B"", ""conf"": 0.752, ""box"": [66, 114, 116, 181]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151708.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.909, ""box"": [68, 113, 118, 182]}, {""class"": ""Bottle C"", ""conf"": 0.876, ""box"": [130, 105, 173, 191]}, {""class"": ""Bottle A"", ""conf"": 0.862, ""box"": [195, 64, 256, 192]}]",2026-03-12T15:06:29
pill~bottle-D_20260203_151712.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.903, ""box"": [69, 113, 118, 181]}, {""class"": ""Bottle C"", ""conf"": 0.902, ""box"": [129, 105, 173, 189]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [196, 64, 254, 191]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151716.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.898, ""box"": [68, 112, 118, 180]}, {""class"": ""Bottle C"", ""conf"": 0.896, ""box"": [130, 105, 172, 190]}, {""class"": ""Bottle A"", ""conf"": 0.863, ""box"": [200, 64, 257, 191]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151719.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.904, ""box"": [130, 105, 172, 190]}, {""class"": ""Bottle A"", ""conf"": 0.876, ""box"": [201, 64, 258, 190]}, {""class"": ""Bottle B"", ""conf"": 0.809, ""box"": [68, 112, 118, 181]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151723.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.89, ""box"": [129, 105, 174, 189]}, {""class"": ""Bottle A"", ""conf"": 0.855, ""box"": [197, 63, 261, 191]}, {""class"": ""Bottle B"", ""conf"": 0.712, ""box"": [67, 112, 118, 182]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151727.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [131, 105, 172, 189]}, {""class"": ""Bottle A"", ""conf"": 0.866, ""box"": [200, 63, 259, 192]}, {""class"": ""Bottle B"", ""conf"": 0.85, ""box"": [68, 111, 118, 181]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151730.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.908, ""box"": [129, 105, 173, 190]}, {""class"": ""Bottle A"", ""conf"": 0.853, ""box"": [197, 63, 262, 192]}, {""class"": ""Bottle B"", ""conf"": 0.66, ""box"": [67, 111, 119, 181]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151734.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.903, ""box"": [130, 105, 173, 189]}, {""class"": ""Bottle A"", ""conf"": 0.86, ""box"": [198, 63, 257, 190]}, {""class"": ""Bottle B"", ""conf"": 0.85, ""box"": [66, 113, 118, 182]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151736.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.873, ""box"": [129, 104, 173, 190]}, {""class"": ""Bottle A"", ""conf"": 0.841, ""box"": [197, 62, 258, 190]}, {""class"": ""Bottle B"", ""conf"": 0.816, ""box"": [66, 112, 118, 180]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151754.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.921, ""box"": [60, 140, 122, 234]}, {""class"": ""Bottle C"", ""conf"": 0.913, ""box"": [147, 126, 198, 229]}, {""class"": ""Bottle A"", ""conf"": 0.867, ""box"": [227, 71, 298, 228]}]",2026-03-12T15:06:30
pill~bottle-D_20260203_151758.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.916, ""box"": [59, 136, 122, 230]}, {""class"": ""Bottle C"", ""conf"": 0.845, ""box"": [146, 125, 199, 230]}, {""class"": ""Bottle A"", ""conf"": 0.836, ""box"": [222, 71, 301, 229]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151802.jpg,Bottle B;Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.925, ""box"": [59, 137, 123, 229]}, {""class"": ""Bottle C"", ""conf"": 0.888, ""box"": [146, 125, 199, 229]}, {""class"": ""Bottle A"", ""conf"": 0.872, ""box"": [222, 72, 301, 232]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151806.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [147, 125, 199, 229]}, {""class"": ""Bottle A"", ""conf"": 0.897, ""box"": [228, 71, 302, 230]}, {""class"": ""Bottle B"", ""conf"": 0.812, ""box"": [61, 137, 123, 231]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151810.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.924, ""box"": [146, 125, 199, 229]}, {""class"": ""Bottle B"", ""conf"": 0.886, ""box"": [64, 137, 126, 231]}, {""class"": ""Bottle A"", ""conf"": 0.869, ""box"": [226, 71, 302, 229]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151813.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.929, ""box"": [146, 125, 199, 228]}, {""class"": ""Bottle B"", ""conf"": 0.918, ""box"": [60, 137, 124, 229]}, {""class"": ""Bottle A"", ""conf"": 0.898, ""box"": [227, 70, 306, 229]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151817.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.925, ""box"": [147, 125, 199, 228]}, {""class"": ""Bottle A"", ""conf"": 0.894, ""box"": [229, 70, 307, 226]}, {""class"": ""Bottle B"", ""conf"": 0.851, ""box"": [61, 137, 124, 229]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151821.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.919, ""box"": [148, 125, 198, 228]}, {""class"": ""Bottle A"", ""conf"": 0.91, ""box"": [236, 70, 310, 225]}, {""class"": ""Bottle B"", ""conf"": 0.9, ""box"": [64, 137, 125, 230]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151824.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.922, ""box"": [146, 124, 199, 229]}, {""class"": ""Bottle B"", ""conf"": 0.909, ""box"": [63, 135, 124, 229]}, {""class"": ""Bottle A"", ""conf"": 0.908, ""box"": [242, 71, 310, 225]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151828.jpg,Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.926, ""box"": [147, 124, 198, 229]}, {""class"": ""Bottle A"", ""conf"": 0.895, ""box"": [244, 71, 312, 225]}]",2026-03-12T15:06:31
pill~bottle-D_20260203_151831.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.919, ""box"": [147, 124, 198, 228]}, {""class"": ""Bottle A"", ""conf"": 0.898, ""box"": [247, 70, 311, 223]}, {""class"": ""Bottle B"", ""conf"": 0.5, ""box"": [63, 135, 124, 228]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151835.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.917, ""box"": [147, 124, 199, 228]}, {""class"": ""Bottle A"", ""conf"": 0.915, ""box"": [238, 70, 306, 226]}, {""class"": ""Bottle B"", ""conf"": 0.894, ""box"": [67, 136, 128, 228]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151839.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.923, ""box"": [147, 124, 199, 228]}, {""class"": ""Bottle A"", ""conf"": 0.913, ""box"": [233, 70, 304, 228]}, {""class"": ""Bottle B"", ""conf"": 0.887, ""box"": [65, 135, 128, 228]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151842.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.926, ""box"": [147, 123, 199, 227]}, {""class"": ""Bottle A"", ""conf"": 0.887, ""box"": [231, 69, 303, 227]}, {""class"": ""Bottle B"", ""conf"": 0.886, ""box"": [63, 134, 130, 229]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151846.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.916, ""box"": [147, 124, 198, 228]}, {""class"": ""Bottle A"", ""conf"": 0.885, ""box"": [233, 69, 300, 225]}, {""class"": ""Bottle B"", ""conf"": 0.883, ""box"": [64, 136, 128, 228]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151859.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [145, 123, 198, 229]}, {""class"": ""Bottle B"", ""conf"": 0.861, ""box"": [221, 132, 287, 224]}, {""class"": ""Bottle A"", ""conf"": 0.65, ""box"": [42, 68, 122, 234]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151904.jpg,Bottle A;Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle A"", ""conf"": 0.93, ""box"": [43, 69, 122, 237]}, {""class"": ""Bottle C"", ""conf"": 0.924, ""box"": [148, 124, 196, 227]}, {""class"": ""Bottle B"", ""conf"": 0.906, ""box"": [221, 135, 286, 226]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151908.jpg,Bottle C;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.925, ""box"": [145, 123, 198, 228]}, {""class"": ""Bottle A"", ""conf"": 0.751, ""box"": [42, 68, 126, 237]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151912.jpg,Bottle B;Bottle A;Bottle C,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.888, ""box"": [220, 134, 287, 227]}, {""class"": ""Bottle A"", ""conf"": 0.865, ""box"": [43, 67, 124, 234]}, {""class"": ""Bottle C"", ""conf"": 0.862, ""box"": [145, 123, 198, 229]}]",2026-03-12T15:06:32
pill~bottle-D_20260203_151915.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.918, ""box"": [147, 125, 195, 226]}, {""class"": ""Bottle A"", ""conf"": 0.886, ""box"": [41, 68, 118, 231]}, {""class"": ""Bottle B"", ""conf"": 0.758, ""box"": [224, 136, 285, 227]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151919.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.91, ""box"": [146, 123, 198, 228]}, {""class"": ""Bottle B"", ""conf"": 0.886, ""box"": [221, 135, 286, 227]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [43, 67, 123, 229]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151922.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.93, ""box"": [146, 124, 197, 228]}, {""class"": ""Bottle B"", ""conf"": 0.891, ""box"": [225, 136, 289, 227]}, {""class"": ""Bottle A"", ""conf"": 0.872, ""box"": [45, 67, 121, 230]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151926.jpg,Bottle B;Bottle A;Bottle C,no,none,no,"[{""class"": ""Bottle B"", ""conf"": 0.881, ""box"": [229, 136, 291, 226]}, {""class"": ""Bottle A"", ""conf"": 0.868, ""box"": [44, 67, 122, 230]}, {""class"": ""Bottle C"", ""conf"": 0.854, ""box"": [146, 124, 197, 228]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151931.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.932, ""box"": [146, 124, 197, 228]}, {""class"": ""Bottle B"", ""conf"": 0.889, ""box"": [225, 134, 289, 224]}, {""class"": ""Bottle A"", ""conf"": 0.867, ""box"": [47, 68, 125, 229]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151935.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.923, ""box"": [147, 124, 196, 227]}, {""class"": ""Bottle B"", ""conf"": 0.918, ""box"": [235, 136, 296, 222]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [48, 68, 122, 230]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151939.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.922, ""box"": [146, 124, 198, 228]}, {""class"": ""Bottle B"", ""conf"": 0.893, ""box"": [234, 138, 298, 228]}, {""class"": ""Bottle A"", ""conf"": 0.872, ""box"": [44, 68, 124, 232]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151943.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.933, ""box"": [146, 124, 197, 228]}, {""class"": ""Bottle A"", ""conf"": 0.888, ""box"": [38, 67, 118, 231]}, {""class"": ""Bottle B"", ""conf"": 0.871, ""box"": [227, 137, 290, 230]}]",2026-03-12T15:06:33
pill~bottle-D_20260203_151947.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.926, ""box"": [146, 124, 197, 228]}, {""class"": ""Bottle B"", ""conf"": 0.892, ""box"": [218, 136, 285, 231]}, {""class"": ""Bottle A"", ""conf"": 0.868, ""box"": [36, 67, 116, 231]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_151951.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.926, ""box"": [146, 124, 198, 229]}, {""class"": ""Bottle A"", ""conf"": 0.864, ""box"": [34, 67, 109, 230]}, {""class"": ""Bottle B"", ""conf"": 0.763, ""box"": [218, 137, 284, 230]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152007.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.929, ""box"": [133, 81, 164, 138]}, {""class"": ""Bottle A"", ""conf"": 0.867, ""box"": [80, 50, 126, 142]}, {""class"": ""Bottle B"", ""conf"": 0.854, ""box"": [171, 91, 209, 141]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152012.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.923, ""box"": [134, 81, 164, 138]}, {""class"": ""Bottle A"", ""conf"": 0.883, ""box"": [84, 51, 128, 141]}, {""class"": ""Bottle B"", ""conf"": 0.856, ""box"": [173, 90, 210, 140]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152016.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.925, ""box"": [133, 80, 165, 138]}, {""class"": ""Bottle A"", ""conf"": 0.889, ""box"": [83, 50, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.831, ""box"": [174, 90, 210, 141]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152122.jpg,Bottle C;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.916, ""box"": [134, 80, 164, 137]}, {""class"": ""Bottle B"", ""conf"": 0.846, ""box"": [175, 89, 212, 140]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152128.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.921, ""box"": [133, 79, 166, 138]}, {""class"": ""Bottle A"", ""conf"": 0.894, ""box"": [84, 49, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.819, ""box"": [173, 88, 212, 140]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152134.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.924, ""box"": [133, 79, 165, 137]}, {""class"": ""Bottle A"", ""conf"": 0.888, ""box"": [84, 50, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.841, ""box"": [172, 89, 208, 139]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152140.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.922, ""box"": [133, 79, 165, 137]}, {""class"": ""Bottle A"", ""conf"": 0.882, ""box"": [86, 49, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.824, ""box"": [171, 88, 208, 140]}]",2026-03-12T15:06:34
pill~bottle-D_20260203_152146.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.915, ""box"": [133, 79, 165, 137]}, {""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [87, 49, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.811, ""box"": [172, 87, 209, 140]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152152.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [133, 79, 164, 137]}, {""class"": ""Bottle A"", ""conf"": 0.884, ""box"": [87, 49, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.843, ""box"": [172, 89, 208, 139]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152159.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.914, ""box"": [133, 80, 165, 137]}, {""class"": ""Bottle A"", ""conf"": 0.892, ""box"": [86, 49, 129, 141]}, {""class"": ""Bottle B"", ""conf"": 0.85, ""box"": [171, 90, 208, 140]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152206.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.92, ""box"": [133, 79, 165, 138]}, {""class"": ""Bottle A"", ""conf"": 0.875, ""box"": [88, 49, 131, 141]}, {""class"": ""Bottle B"", ""conf"": 0.837, ""box"": [171, 89, 209, 141]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152246.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.931, ""box"": [94, 91, 128, 160]}, {""class"": ""Bottle B"", ""conf"": 0.906, ""box"": [131, 101, 170, 161]}, {""class"": ""Bottle A"", ""conf"": 0.885, ""box"": [177, 56, 223, 164]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152251.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.938, ""box"": [92, 90, 129, 161]}, {""class"": ""Bottle B"", ""conf"": 0.895, ""box"": [132, 99, 174, 161]}, {""class"": ""Bottle A"", ""conf"": 0.892, ""box"": [176, 55, 226, 166]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152256.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.928, ""box"": [94, 91, 129, 160]}, {""class"": ""Bottle B"", ""conf"": 0.902, ""box"": [133, 100, 172, 161]}, {""class"": ""Bottle A"", ""conf"": 0.894, ""box"": [178, 55, 222, 165]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152302.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.925, ""box"": [92, 90, 130, 161]}, {""class"": ""Bottle A"", ""conf"": 0.887, ""box"": [177, 55, 223, 164]}, {""class"": ""Bottle B"", ""conf"": 0.885, ""box"": [132, 101, 173, 161]}]",2026-03-12T15:06:35
pill~bottle-D_20260203_152307.jpg,Bottle C;Bottle A;Bottle B,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.928, ""box"": [94, 91, 130, 160]}, {""class"": ""Bottle A"", ""conf"": 0.892, ""box"": [177, 55, 223, 164]}, {""class"": ""Bottle B"", ""conf"": 0.802, ""box"": [133, 101, 174, 161]}]",2026-03-12T15:06:35
