epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2555.77,0.96802,0.79224,0.01074,0.95121,0.98823,0.99049,0.70729,1.03561,0.77894,0.01476,0.0009035,0.0009035,0.0009035
16,2716.88,0.96811,0.76627,0.01119,0.97078,0.9534,0.98979,0.73586,0.99004,0.65883,0.01393,0.00087875,0.00087875,0.00087875
17,2874.61,0.96745,0.72985,0.01061,0.91379,0.98456,0.98328,0.72074,0.99852,0.62308,0.01396,0.000854,0.000854,0.000854
18,3032.28,0.98652,0.67538,0.01114,0.97732,0.94275,0.98912,0.73654,0.99028,0.58668,0.01482,0.00082925,0.00082925,0.00082925
19,3192.69,0.94508,0.69329,0.01032,0.95395,0.96939,0.99046,0.75007,0.98744,0.58518,0.01434,0.0008045,0.0008045,0.0008045
20,3355.03,0.9517,0.64964,0.01101,0.95408,0.98137,0.98889,0.74722,0.96609,0.55385,0.01379,0.00077975,0.00077975,0.00077975
21,3516.87,0.89365,0.60453,0.00958,0.9543,0.91786,0.98496,0.72076,1.00864,0.57458,0.014,0.000755,0.000755,0.000755
22,3696.06,0.93063,0.61592,0.01037,0.96956,0.96324,0.99203,0.75016,0.95982,0.46236,0.01326,0.00073025,0.00073025,0.00073025
23,3869.72,0.89343,0.56634,0.00987,0.95488,0.99495,0.99035,0.73093,1.00412,0.48655,0.01396,0.0007055,0.0007055,0.0007055
24,4027.78,0.88919,0.56367,0.00974,0.97299,0.97572,0.99237,0.75249,0.94668,0.4481,0.01322,0.00068075,0.00068075,0.00068075
25,4184.62,0.88289,0.56625,0.00961,0.97585,0.96126,0.99143,0.76258,0.93031,0.41542,0.01318,0.000656,0.000656,0.000656
26,4342.63,0.8833,0.56266,0.00938,0.97022,0.98607,0.99314,0.75005,0.9815,0.41772,0.01396,0.00063125,0.00063125,0.00063125
27,4500.53,0.85412,0.53418,0.00944,0.97872,0.95861,0.99319,0.74493,0.98792,0.41735,0.01334,0.0006065,0.0006065,0.0006065
28,4658.46,0.87905,0.51526,0.00935,0.99165,0.98148,0.99374,0.76463,0.92752,0.3786,0.01313,0.00058175,0.00058175,0.00058175
29,4817.56,0.87774,0.53068,0.00934,0.98326,0.96677,0.99168,0.75734,0.96403,0.41957,0.01392,0.000557,0.000557,0.000557
30,4976.14,0.8281,0.51219,0.00865,0.93866,0.96537,0.98764,0.74385,0.96732,0.43004,0.01349,0.00053225,0.00053225,0.00053225
31,5133.44,0.83217,0.50942,0.00885,0.93233,0.97772,0.9888,0.76669,0.9152,0.3954,0.01267,0.0005075,0.0005075,0.0005075
32,5291.42,0.84264,0.5044,0.00911,0.98584,0.96391,0.99264,0.7442,1.00862,0.38803,0.01402,0.00048275,0.00048275,0.00048275
33,5449.84,0.79169,0.48651,0.00859,0.98284,0.9662,0.99258,0.76528,0.94884,0.36579,0.0133,0.000458,0.000458,0.000458
34,5607.94,0.81485,0.45476,0.00865,0.96899,0.95899,0.98972,0.76158,0.9448,0.38213,0.01335,0.00043325,0.00043325,0.00043325
35,5765.79,0.80575,0.47057,0.00867,0.96868,0.98436,0.99308,0.75873,0.94152,0.35955,0.01352,0.0004085,0.0004085,0.0004085
36,5923.19,0.76525,0.44533,0.0084,0.96883,0.96261,0.99075,0.75715,0.96865,0.36824,0.01358,0.00038375,0.00038375,0.00038375
37,6083.91,0.79653,0.457,0.00859,0.93013,0.97915,0.99055,0.7575,0.93971,0.36917,0.01293,0.000359,0.000359,0.000359
38,6243.99,0.76594,0.44382,0.00837,0.96471,0.97283,0.99189,0.76339,0.9452,0.36014,0.01351,0.00033425,0.00033425,0.00033425
39,6402.5,0.74201,0.4264,0.00823,0.96536,0.97652,0.99347,0.77159,0.91913,0.34696,0.01292,0.0003095,0.0003095,0.0003095
40,6560.63,0.74499,0.4327,0.00798,0.97737,0.98373,0.99447,0.77141,0.94126,0.33541,0.01318,0.00028475,0.00028475,0.00028475
41,6722.83,0.70611,0.33597,0.00984,0.9792,0.99029,0.99401,0.77233,0.93468,0.33412,0.01319,0.00026,0.00026,0.00026
42,6876.19,0.6752,0.30891,0.00951,0.97702,0.97552,0.99361,0.77401,0.9258,0.32443,0.01313,0.00023525,0.00023525,0.00023525
43,7029.76,0.6608,0.28736,0.00904,0.98687,0.95277,0.99275,0.77506,0.92286,0.32614,0.01274,0.0002105,0.0002105,0.0002105
44,7184.9,0.64523,0.28989,0.00891,0.97602,0.97066,0.99255,0.7707,0.931,0.32481,0.01293,0.00018575,0.00018575,0.00018575
45,7341.36,0.65289,0.28089,0.00886,0.97202,0.97182,0.99228,0.77624,0.91659,0.32773,0.0127,0.000161,0.000161,0.000161
46,7497.66,0.64426,0.29129,0.00876,0.97542,0.97407,0.99358,0.78166,0.91808,0.31614,0.01279,0.00013625,0.00013625,0.00013625
47,7653.28,0.62166,0.28353,0.00859,0.98266,0.97667,0.99222,0.77235,0.9283,0.31781,0.01296,0.0001115,0.0001115,0.0001115
48,7808.92,0.60448,0.26315,0.00835,0.94841,0.989,0.99271,0.77604,0.92769,0.3264,0.01304,8.675e-05,8.675e-05,8.675e-05
49,7965.67,0.60237,0.26217,0.00826,0.98169,0.95982,0.99321,0.78115,0.91575,0.31722,0.01264,6.2e-05,6.2e-05,6.2e-05
50,8121.1,0.60123,0.25739,0.0082,0.97767,0.98446,0.99395,0.78379,0.91188,0.30702,0.0126,3.725e-05,3.725e-05,3.725e-05
