epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2060.72,1.00873,0.95032,0.01123,0.93755,0.9168,0.98042,0.72782,0.99056,0.87871,0.01432,0.000863116,0.000863116,0.000863116
22,2157.72,0.9762,0.91669,0.0113,0.93068,0.96929,0.98614,0.71634,1.06018,0.83176,0.01619,0.000834822,0.000834822,0.000834822
23,2253.98,1.00353,0.90814,0.01164,0.94479,0.96952,0.98873,0.70495,1.08801,0.79168,0.01625,0.000806528,0.000806528,0.000806528
24,2351.67,1.02357,0.83427,0.01168,0.95803,0.94615,0.99105,0.65413,1.24383,0.79906,0.01798,0.000778233,0.000778233,0.000778233
25,2448.94,1.06126,0.85378,0.0113,0.95573,0.97371,0.98995,0.71921,1.04247,0.69648,0.01566,0.000749939,0.000749939,0.000749939
26,2546.98,0.96938,0.8102,0.01081,0.9646,0.96139,0.99073,0.70969,1.09824,0.654,0.01758,0.000721645,0.000721645,0.000721645
27,2645.42,0.95911,0.77241,0.01086,0.95624,0.98748,0.9926,0.73496,1.02516,0.60325,0.0152,0.000693351,0.000693351,0.000693351
28,2743.36,0.96775,0.78448,0.01104,0.93169,0.96911,0.98653,0.70431,1.09424,0.64232,0.01602,0.000665057,0.000665057,0.000665057
29,2839.67,0.93087,0.759,0.01044,0.95822,0.95478,0.98897,0.72997,1.01882,0.57864,0.01463,0.000636762,0.000636762,0.000636762
30,2936.2,0.92023,0.67777,0.01016,0.95214,0.93969,0.98677,0.72657,1.02638,0.61373,0.01641,0.000608468,0.000608468,0.000608468
31,3034.81,0.95241,0.69261,0.01101,0.94457,0.97371,0.98872,0.73754,1.00067,0.56486,0.01425,0.000580174,0.000580174,0.000580174
32,3130.95,0.93592,0.69399,0.01069,0.97405,0.96145,0.99382,0.75492,0.96328,0.50802,0.014,0.00055188,0.00055188,0.00055188
33,3227.47,0.92589,0.65777,0.01031,0.9869,0.95472,0.9938,0.73419,1.00513,0.50126,0.01459,0.000523586,0.000523586,0.000523586
34,3325.28,0.87651,0.64496,0.00995,0.99527,0.98484,0.995,0.74576,0.94873,0.46569,0.01343,0.000495291,0.000495291,0.000495291
35,3423.74,0.85058,0.67889,0.00914,0.97637,0.97278,0.99226,0.71053,1.09266,0.51869,0.01744,0.000466997,0.000466997,0.000466997
36,3522.14,0.87727,0.62681,0.00965,0.96851,0.97352,0.99169,0.74189,0.96653,0.47857,0.01369,0.000438703,0.000438703,0.000438703
37,3620.85,0.88119,0.63483,0.00969,0.97394,0.98216,0.99301,0.73574,0.98505,0.46594,0.01447,0.000410409,0.000410409,0.000410409
38,3719.11,0.87122,0.59454,0.00971,0.9747,0.95687,0.99178,0.73911,0.97538,0.46771,0.01405,0.000382115,0.000382115,0.000382115
39,3817.89,0.82816,0.6003,0.00924,0.99372,0.97179,0.99376,0.72986,1.00103,0.45921,0.01449,0.00035382,0.00035382,0.00035382
40,3916.77,0.84898,0.60466,0.00968,0.96902,0.98022,0.99327,0.72294,1.02036,0.464,0.0145,0.000325526,0.000325526,0.000325526
41,4012.98,0.76055,0.49992,0.01121,0.9785,0.98818,0.99327,0.73519,0.99982,0.43757,0.01524,0.000297232,0.000297232,0.000297232
42,4109.38,0.7379,0.48777,0.01059,0.98184,0.96048,0.99199,0.73889,0.98553,0.44285,0.01412,0.000268938,0.000268938,0.000268938
43,4206.18,0.74259,0.47118,0.011,0.9642,0.97801,0.99147,0.74251,0.97477,0.43778,0.01376,0.000240644,0.000240644,0.000240644
44,4303.72,0.71418,0.44958,0.0106,0.94626,0.97623,0.99128,0.73442,0.99338,0.44733,0.0145,0.000212349,0.000212349,0.000212349
45,4399.63,0.69993,0.44167,0.01037,0.97482,0.95802,0.99147,0.74222,0.96464,0.4366,0.01403,0.000184055,0.000184055,0.000184055
46,4497.38,0.69789,0.44791,0.00999,0.96488,0.9619,0.99146,0.74502,0.96192,0.43412,0.01397,0.000155761,0.000155761,0.000155761
47,4594.01,0.69584,0.42861,0.01006,0.9622,0.97022,0.99252,0.7397,0.96204,0.43568,0.01393,0.000127467,0.000127467,0.000127467
48,4691.19,0.65521,0.42086,0.00936,0.97706,0.97024,0.99386,0.75642,0.94854,0.42299,0.0136,9.91726e-05,9.91726e-05,9.91726e-05
49,4787.79,0.69387,0.42113,0.01012,0.9765,0.97093,0.99356,0.75282,0.93576,0.41818,0.01345,7.08784e-05,7.08784e-05,7.08784e-05
50,4882.83,0.6561,0.39886,0.00958,0.96066,0.98148,0.99323,0.75039,0.9388,0.42589,0.01353,4.25842e-05,4.25842e-05,4.25842e-05
